waktu,komentar,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
2 bulan lalu,Tempat yang bagus untuk jogging dan berfoto dengan latar belakang yang mengagumkan ,Tempat yang bagus untuk jogging dan berfoto dengan latar belakang yang mengagumkan ,tempat yang bagus untuk jogging dan berfoto dengan latar belakang yang mengagumkan ,tempat yang bagus untuk jogging dan berfoto dengan latar belakang yang mengagumkan,"['tempat', 'yang', 'bagus', 'untuk', 'jogging', 'dan', 'berfoto', 'dengan', 'latar', 'belakang', 'yang', 'mengagumkan']","['bagus', 'jogging', 'berfoto', 'latar', 'mengagumkan']",bagus jogging foto latar kagum
2 bulan lalu,Bagus tempatnya,Bagus tempatnya,bagus tempatnya,bagus tempatnya,"['bagus', 'tempatnya']","['bagus', 'tempatnya']",bagus tempat
2 bulan lalu,"Alun - alun Wonosobo memiliki ruang terbuka yang luas, cocok untuk aktivitas keluarga atau berkumpul bersama teman - teman. Banyak orang datang ke sini untuk piknik, bermain, atau hanya sekadar menikmati udara segar. Di sekitar alun - alun juga terdapat banyak warung yang menjual makanan ringan",Alun  alun Wonosobo memiliki ruang terbuka yang luas cocok untuk aktivitas keluarga atau berkumpul bersama teman  teman Banyak orang datang ke sini untuk piknik bermain atau hanya sekadar menikmati udara segar Di sekitar alun  alun juga terdapat banyak warung yang menjual makanan ringan,alun  alun wonosobo memiliki ruang terbuka yang luas cocok untuk aktivitas keluarga atau berkumpul bersama teman  teman banyak orang datang ke sini untuk piknik bermain atau hanya sekadar menikmati udara segar di sekitar alun  alun juga terdapat banyak warung yang menjual makanan ringan,alun alun wonosobo memiliki ruang terbuka yang luas cocok untuk aktivitas keluarga atau berkumpul bersama teman teman banyak orang datang ke sini untuk piknik bermain atau hanya sekadar menikmati udara segar di sekitar alun alun juga terdapat banyak warung yang menjual makanan ringan,"['alun', 'alun', 'wonosobo', 'memiliki', 'ruang', 'terbuka', 'yang', 'luas', 'cocok', 'untuk', 'aktivitas', 'keluarga', 'atau', 'berkumpul', 'bersama', 'teman', 'teman', 'banyak', 'orang', 'datang', 'ke', 'sini', 'untuk', 'piknik', 'bermain', 'atau', 'hanya', 'sekadar', 'menikmati', 'udara', 'segar', 'di', 'sekitar', 'alun', 'alun', 'juga', 'terdapat', 'banyak', 'warung', 'yang', 'menjual', 'makanan', 'ringan']","['alun', 'alun', 'wonosobo', 'memiliki', 'ruang', 'terbuka', 'luas', 'cocok', 'aktivitas', 'keluarga', 'berkumpul', 'teman', 'teman', 'orang', 'piknik', 'bermain', 'menikmati', 'udara', 'segar', 'alun', 'alun', 'warung', 'menjual', 'makanan', 'ringan']",alun alun wonosobo milik ruang buka luas cocok aktivitas keluarga kumpul teman teman orang piknik main nikmat udara segar alun alun warung jual makan ringan
2 bulan lalu,Pelayanannya memuaskan jamaah. Rasanya pengen berangkat lagi,Pelayanannya memuaskan jamaah Rasanya pengen berangkat lagi,pelayanannya memuaskan jamaah rasanya pengen berangkat lagi,pelayanannya memuaskan jamaah rasanya pengin berangkat lagi,"['pelayanannya', 'memuaskan', 'jamaah', 'rasanya', 'pengin', 'berangkat', 'lagi']","['pelayanannya', 'memuaskan', 'jamaah', 'pengin', 'berangkat']",layan muas jamaah pengin berangkat
3 bulan lalu,"alun-alun wonosobo, tempatnya sejuk, ramah anak, bersih, banyak hiburan, saat minggu ramai apalagi dekat pasar, yang unik muda mudi masih pakai angkutan umum, untuk saya yang singgah, rasanya betah lama-lama, saran untuk pengunjung dari luar …",alunalun wonosobo tempatnya sejuk ramah anak bersih banyak hiburan saat minggu ramai apalagi dekat pasar yang unik muda mudi masih pakai angkutan umum untuk saya yang singgah rasanya betah lamalama saran untuk pengunjung dari luar ,alunalun wonosobo tempatnya sejuk ramah anak bersih banyak hiburan saat minggu ramai apalagi dekat pasar yang unik muda mudi masih pakai angkutan umum untuk saya yang singgah rasanya betah lamalama saran untuk pengunjung dari luar ,wonosobo tempatnya sejuk ramah anak bersih banyak hiburan saat minggu ramai apalagi dekat pasar yang unik muda mudi masih pakai angkutan umum untuk saya yang singgah rasanya betah lamalama saran untuk pengunjung dari luar,"['wonosobo', 'tempatnya', 'sejuk', 'ramah', 'anak', 'bersih', 'banyak', 'hiburan', 'saat', 'minggu', 'ramai', 'apalagi', 'dekat', 'pasar', 'yang', 'unik', 'muda', 'mudi', 'masih', 'pakai', 'angkutan', 'umum', 'untuk', 'saya', 'yang', 'singgah', 'rasanya', 'betah', 'lamalama', 'saran', 'untuk', 'pengunjung', 'dari', 'luar']","['wonosobo', 'tempatnya', 'sejuk', 'ramah', 'anak', 'bersih', 'hiburan', 'minggu', 'ramai', 'pasar', 'unik', 'muda', 'mudi', 'pakai', 'angkutan', 'singgah', 'betah', 'lamalama', 'saran', 'pengunjung']",wonosobo tempat sejuk ramah anak bersih hibur minggu ramai pasar unik muda mud pakai angkut singgah betah lamalama saran unjung
3 bulan lalu,Acara momong,Acara momong,acara momong,acara mengasuh,"['acara', 'mengasuh']","['acara', 'mengasuh']",acara asuh
3 bulan lalu,"Alun alun nya agak kecil, ramai dan macet. Banyak jajan di sekitaran alun alun",Alun alun nya agak kecil ramai dan macet Banyak jajan di sekitaran alun alun,alun alun nya agak kecil ramai dan macet banyak jajan di sekitaran alun alun,alun alun ya agak kecil ramai dan macet banyak jajan di sekitaran alun alun,"['alun', 'alun', 'ya', 'agak', 'kecil', 'ramai', 'dan', 'macet', 'banyak', 'jajan', 'di', 'sekitaran', 'alun', 'alun']","['alun', 'alun', 'ya', 'ramai', 'macet', 'jajan', 'sekitaran', 'alun', 'alun']",alun alun ya ramai macet jajan sekitar alun alun
3 bulan lalu,Nyaman untuk jalan jalan santai,Nyaman untuk jalan jalan santai,nyaman untuk jalan jalan santai,nyaman untuk jalan jalan santai,"['nyaman', 'untuk', 'jalan', 'jalan', 'santai']","['nyaman', 'jalan', 'jalan', 'santai']",nyaman jalan jalan santai
3 bulan lalu,Mantap gan,Mantap gan,mantap gan,mantap gan,"['mantap', 'gan']","['mantap', 'gan']",mantap gan
3 bulan lalu,Alun alun yang indah,Alun alun yang indah,alun alun yang indah,alun alun yang indah,"['alun', 'alun', 'yang', 'indah']","['alun', 'alun', 'indah']",alun alun indah
3 bulan lalu,"Alun-Alun Wonosobo adalah tempat yang menyediakan beberapa fasilitas, siapa si yang belum pernah kesini🤔
Yaps, terdapat lapangan khusus upacara, lapangan volley, lapangan basket, dan …","AlunAlun Wonosobo adalah tempat yang menyediakan beberapa fasilitas siapa si yang belum pernah kesini
Yaps terdapat lapangan khusus upacara lapangan volley lapangan basket dan ","alunalun wonosobo adalah tempat yang menyediakan beberapa fasilitas siapa si yang belum pernah kesini
yaps terdapat lapangan khusus upacara lapangan volley lapangan basket dan ",wonosobo adalah tempat yang menyediakan beberapa fasilitas siapa sih yang belum pernah kesini yaps terdapat lapangan khusus upacara lapangan volley lapangan basket dan,"['wonosobo', 'adalah', 'tempat', 'yang', 'menyediakan', 'beberapa', 'fasilitas', 'siapa', 'sih', 'yang', 'belum', 'pernah', 'kesini', 'yaps', 'terdapat', 'lapangan', 'khusus', 'upacara', 'lapangan', 'volley', 'lapangan', 'basket', 'dan']","['wonosobo', 'menyediakan', 'fasilitas', 'sih', 'kesini', 'yaps', 'lapangan', 'khusus', 'upacara', 'lapangan', 'volley', 'lapangan', 'basket']",wonosobo sedia fasilitas sih kesini yaps lapang khusus upacara lapang volley lapang basket
3 bulan lalu,Bersih dan nyaman,Bersih dan nyaman,bersih dan nyaman,bersih dan nyaman,"['bersih', 'dan', 'nyaman']","['bersih', 'nyaman']",bersih nyaman
3 bulan lalu,Cocok untuk jalan jalan,Cocok untuk jalan jalan,cocok untuk jalan jalan,cocok untuk jalan jalan,"['cocok', 'untuk', 'jalan', 'jalan']","['cocok', 'jalan', 'jalan']",cocok jalan jalan
3 bulan lalu,Tempat nya asri dan Lumayan tertib,Tempat nya asri dan Lumayan tertib,tempat nya asri dan lumayan tertib,tempat ya asri dan lumayan tertib,"['tempat', 'ya', 'asri', 'dan', 'lumayan', 'tertib']","['ya', 'asri', 'lumayan', 'tertib']",ya asri lumayan tertib
3 bulan lalu,Tempat melepas lelah,Tempat melepas lelah,tempat melepas lelah,tempat melepas lelah,"['tempat', 'melepas', 'lelah']","['melepas', 'lelah']",lepas lelah
3 bulan lalu,tempat yang cocok untuk mengisi waktu luang bersama keluarga,tempat yang cocok untuk mengisi waktu luang bersama keluarga,tempat yang cocok untuk mengisi waktu luang bersama keluarga,tempat yang cocok untuk mengisi waktu luang bersama keluarga,"['tempat', 'yang', 'cocok', 'untuk', 'mengisi', 'waktu', 'luang', 'bersama', 'keluarga']","['cocok', 'mengisi', 'luang', 'keluarga']",cocok isi luang keluarga
3 bulan lalu,"Tempatnya nyaman untuk olahraga atau sekadar jalan2,, banyak jajanan enak di sekitarnya, murah murah lagi. Tapi alat permainannya sudah rusak, perlu adanya perawatan lagi.",Tempatnya nyaman untuk olahraga atau sekadar jalan banyak jajanan enak di sekitarnya murah murah lagi Tapi alat permainannya sudah rusak perlu adanya perawatan lagi,tempatnya nyaman untuk olahraga atau sekadar jalan banyak jajanan enak di sekitarnya murah murah lagi tapi alat permainannya sudah rusak perlu adanya perawatan lagi,tempatnya nyaman untuk olahraga atau sekadar jalan banyak jajanan enak di sekitarnya murah murah lagi tapi alat permainannya sudah rusak perlu adanya perawatan lagi,"['tempatnya', 'nyaman', 'untuk', 'olahraga', 'atau', 'sekadar', 'jalan', 'banyak', 'jajanan', 'enak', 'di', 'sekitarnya', 'murah', 'murah', 'lagi', 'tapi', 'alat', 'permainannya', 'sudah', 'rusak', 'perlu', 'adanya', 'perawatan', 'lagi']","['tempatnya', 'nyaman', 'olahraga', 'jalan', 'jajanan', 'enak', 'murah', 'murah', 'alat', 'permainannya', 'rusak', 'perawatan']",tempat nyaman olahraga jalan jajan enak murah murah alat main rusak awat
3 bulan lalu,hei kucing,hei kucing,hei kucing,hei kucing,"['hei', 'kucing']","['hei', 'kucing']",hei kucing
3 bulan lalu,Merupakan landmark kota Wonosobo. Tempat nya sejuk rindang dan nyaman. Bisa untuk bersantai atau sekedar jalan melepas penat.,Merupakan landmark kota Wonosobo Tempat nya sejuk rindang dan nyaman Bisa untuk bersantai atau sekedar jalan melepas penat,merupakan landmark kota wonosobo tempat nya sejuk rindang dan nyaman bisa untuk bersantai atau sekedar jalan melepas penat,merupakan landmark kota wonosobo tempat ya sejuk rindang dan nyaman bisa untuk bersantai atau sekedar jalan melepas penat,"['merupakan', 'landmark', 'kota', 'wonosobo', 'tempat', 'ya', 'sejuk', 'rindang', 'dan', 'nyaman', 'bisa', 'untuk', 'bersantai', 'atau', 'sekedar', 'jalan', 'melepas', 'penat']","['landmark', 'kota', 'wonosobo', 'ya', 'sejuk', 'rindang', 'nyaman', 'bersantai', 'sekedar', 'jalan', 'melepas', 'penat']",landmark kota wonosobo ya sejuk rindang nyaman santa dar jalan lepas penat
3 bulan lalu,"Taman Wonosobo paling jos, udara sejuk segar",Taman Wonosobo paling jos udara sejuk segar,taman wonosobo paling jos udara sejuk segar,taman wonosobo paling jos udara sejuk segar,"['taman', 'wonosobo', 'paling', 'jos', 'udara', 'sejuk', 'segar']","['taman', 'wonosobo', 'jos', 'udara', 'sejuk', 'segar']",taman wonosobo jos udara sejuk segar
3 bulan lalu,Luas nyaman asik,Luas nyaman asik,luas nyaman asik,luas nyaman asik,"['luas', 'nyaman', 'asik']","['luas', 'nyaman', 'asik']",luas nyaman asik
3 bulan lalu,Alun-alun nya bersih,Alunalun nya bersih,alunalun nya bersih,ya bersih,"['ya', 'bersih']","['ya', 'bersih']",ya bersih
3 bulan lalu,"Masjid Sukoyoso masuk ke kanan, pertigaan belok kanan, Perumahan Zamzam Blok B7",Masjid Sukoyoso masuk ke kanan pertigaan belok kanan Perumahan Zamzam Blok B,masjid sukoyoso masuk ke kanan pertigaan belok kanan perumahan zamzam blok b,masjid sukoyoso masuk ke kanan pertigaan belok kanan perumahan zamzam blok b,"['masjid', 'sukoyoso', 'masuk', 'ke', 'kanan', 'pertigaan', 'belok', 'kanan', 'perumahan', 'zamzam', 'blok', 'b']","['masjid', 'sukoyoso', 'masuk', 'kanan', 'pertigaan', 'belok', 'kanan', 'perumahan', 'zamzam', 'blok', 'b']",masjid sukoyoso masuk kanan tiga belok kanan rumah zamzam blok b
3 bulan lalu,Terima kasih banyak.,Terima kasih banyak,terima kasih banyak,terima kasih banyak,"['terima', 'kasih', 'banyak']","['terima', 'kasih']",terima kasih
3 bulan lalu,kota Wonosobo termasuk kota yang memiliki keindahan alam dengan latar belakang gunung Sindoro sumbing dan memiliki alun alun yang asri serta lengkap dengan fasilitas publik yang mendukung,kota Wonosobo termasuk kota yang memiliki keindahan alam dengan latar belakang gunung Sindoro sumbing dan memiliki alun alun yang asri serta lengkap dengan fasilitas publik yang mendukung,kota wonosobo termasuk kota yang memiliki keindahan alam dengan latar belakang gunung sindoro sumbing dan memiliki alun alun yang asri serta lengkap dengan fasilitas publik yang mendukung,kota wonosobo termasuk kota yang memiliki keindahan alam dengan latar belakang gunung sindoro sumbing dan memiliki alun alun yang asri serta lengkap dengan fasilitas publik yang mendukung,"['kota', 'wonosobo', 'termasuk', 'kota', 'yang', 'memiliki', 'keindahan', 'alam', 'dengan', 'latar', 'belakang', 'gunung', 'sindoro', 'sumbing', 'dan', 'memiliki', 'alun', 'alun', 'yang', 'asri', 'serta', 'lengkap', 'dengan', 'fasilitas', 'publik', 'yang', 'mendukung']","['kota', 'wonosobo', 'kota', 'memiliki', 'keindahan', 'alam', 'latar', 'gunung', 'sindoro', 'sumbing', 'memiliki', 'alun', 'alun', 'asri', 'lengkap', 'fasilitas', 'publik', 'mendukung']",kota wonosobo kota milik indah alam latar gunung sindoro sumbing milik alun alun asri lengkap fasilitas publik dukung
3 bulan lalu,Sejuk. Makanan relatif murah. Penjual durian baik dan jujur.,Sejuk Makanan relatif murah Penjual durian baik dan jujur,sejuk makanan relatif murah penjual durian baik dan jujur,sejuk makanan relatif murah penjual durian baik dan jujur,"['sejuk', 'makanan', 'relatif', 'murah', 'penjual', 'durian', 'baik', 'dan', 'jujur']","['sejuk', 'makanan', 'relatif', 'murah', 'penjual', 'durian', 'jujur']",sejuk makan relatif murah jual durian jujur
3 bulan lalu,Wajib hukumnya kalau pas pulang ke Wonosobo untuk jalan keliling disana.,Wajib hukumnya kalau pas pulang ke Wonosobo untuk jalan keliling disana,wajib hukumnya kalau pas pulang ke wonosobo untuk jalan keliling disana,wajib hukumnya kalau pas pulang ke wonosobo untuk jalan keliling disana,"['wajib', 'hukumnya', 'kalau', 'pas', 'pulang', 'ke', 'wonosobo', 'untuk', 'jalan', 'keliling', 'disana']","['wajib', 'hukumnya', 'pas', 'pulang', 'wonosobo', 'jalan', 'keliling', 'disana']",wajib hukum pas pulang wonosobo jalan keliling sana
3 bulan lalu,"alun alun kota yang tenang. Sejuk dan rindang..
Sangat bersahabat untuk anak dan untuk kegiatan berolahraga.","alun alun kota yang tenang Sejuk dan rindang
Sangat bersahabat untuk anak dan untuk kegiatan berolahraga","alun alun kota yang tenang sejuk dan rindang
sangat bersahabat untuk anak dan untuk kegiatan berolahraga",alun alun kota yang tenang sejuk dan rindang sangat bersahabat untuk anak dan untuk kegiatan berolahraga,"['alun', 'alun', 'kota', 'yang', 'tenang', 'sejuk', 'dan', 'rindang', 'sangat', 'bersahabat', 'untuk', 'anak', 'dan', 'untuk', 'kegiatan', 'berolahraga']","['alun', 'alun', 'kota', 'tenang', 'sejuk', 'rindang', 'bersahabat', 'anak', 'kegiatan', 'berolahraga']",alun alun kota tenang sejuk rindang sahabat anak giat olahraga
3 bulan lalu,"Bersih, sejuk, luas, menyenangkan",Bersih sejuk luas menyenangkan,bersih sejuk luas menyenangkan,bersih sejuk luas menyenangkan,"['bersih', 'sejuk', 'luas', 'menyenangkan']","['bersih', 'sejuk', 'luas', 'menyenangkan']",bersih sejuk luas senang
3 bulan lalu,"Tempat yang bagus untuk Anda dan keluarga bersantai, jika Anda lapar, Anda bisa datang ke jajanan kaki lima di sepanjang jalan utama balai kota.",Tempat yang bagus untuk Anda dan keluarga bersantai jika Anda lapar Anda bisa datang ke jajanan kaki lima di sepanjang jalan utama balai kota,tempat yang bagus untuk anda dan keluarga bersantai jika anda lapar anda bisa datang ke jajanan kaki lima di sepanjang jalan utama balai kota,tempat yang bagus untuk anda dan keluarga bersantai jika anda lapar anda bisa datang ke jajanan kaki lima di sepanjang jalan utama balai kota,"['tempat', 'yang', 'bagus', 'untuk', 'anda', 'dan', 'keluarga', 'bersantai', 'jika', 'anda', 'lapar', 'anda', 'bisa', 'datang', 'ke', 'jajanan', 'kaki', 'lima', 'di', 'sepanjang', 'jalan', 'utama', 'balai', 'kota']","['bagus', 'keluarga', 'bersantai', 'lapar', 'jajanan', 'kaki', 'jalan', 'utama', 'balai', 'kota']",bagus keluarga santa lapar jajan kaki jalan utama balai kota
3 bulan lalu,Lumayan rapi dan banyak mainan yang bisa disewa buat anak-anak,Lumayan rapi dan banyak mainan yang bisa disewa buat anakanak,lumayan rapi dan banyak mainan yang bisa disewa buat anakanak,lumayan rapi dan banyak mainan yang bisa disewa buat,"['lumayan', 'rapi', 'dan', 'banyak', 'mainan', 'yang', 'bisa', 'disewa', 'buat']","['lumayan', 'rapi', 'mainan', 'disewa']",lumayan rapi main sewa
3 bulan lalu,"Ada makanan khas wonosobo dan banyak lagi, mainan anak anak, dekat masjid, gereja",Ada makanan khas wonosobo dan banyak lagi mainan anak anak dekat masjid gereja,ada makanan khas wonosobo dan banyak lagi mainan anak anak dekat masjid gereja,ada makanan khas wonosobo dan banyak lagi mainan anak anak dekat masjid gereja,"['ada', 'makanan', 'khas', 'wonosobo', 'dan', 'banyak', 'lagi', 'mainan', 'anak', 'anak', 'dekat', 'masjid', 'gereja']","['makanan', 'khas', 'wonosobo', 'mainan', 'anak', 'anak', 'masjid', 'gereja']",makan khas wonosobo main anak anak masjid gereja
3 bulan lalu,"Alun Alun yang Masih Rindang..
Banyak Pohon-pohon besar untuk berteduh..","Alun Alun yang Masih Rindang
Banyak Pohonpohon besar untuk berteduh","alun alun yang masih rindang
banyak pohonpohon besar untuk berteduh",alun alun yang masih rindang banyak pohonpohon besar untuk berteduh,"['alun', 'alun', 'yang', 'masih', 'rindang', 'banyak', 'pohonpohon', 'besar', 'untuk', 'berteduh']","['alun', 'alun', 'rindang', 'pohonpohon', 'berteduh']",alun alun rindang pohonpohon teduh
3 bulan lalu,"Nyaman, sejuk,",Nyaman sejuk,nyaman sejuk,nyaman sejuk,"['nyaman', 'sejuk']","['nyaman', 'sejuk']",nyaman sejuk
3 bulan lalu,Tempatnya lumayan bersih. Banyak penjual makanan dan mainan. Ada sewa mainan juga untuk anak hingga dewasa.,Tempatnya lumayan bersih Banyak penjual makanan dan mainan Ada sewa mainan juga untuk anak hingga dewasa,tempatnya lumayan bersih banyak penjual makanan dan mainan ada sewa mainan juga untuk anak hingga dewasa,tempatnya lumayan bersih banyak penjual makanan dan mainan ada sewa mainan juga untuk anak hingga dewasa,"['tempatnya', 'lumayan', 'bersih', 'banyak', 'penjual', 'makanan', 'dan', 'mainan', 'ada', 'sewa', 'mainan', 'juga', 'untuk', 'anak', 'hingga', 'dewasa']","['tempatnya', 'lumayan', 'bersih', 'penjual', 'makanan', 'mainan', 'sewa', 'mainan', 'anak', 'dewasa']",tempat lumayan bersih jual makan main sewa main anak dewasa
3 bulan lalu,"Lumayan ramai seperti alun-alun pada umumnya... nggak sempet mampir, cuman lewat aja ehehehe",Lumayan ramai seperti alunalun pada umumnya nggak sempet mampir cuman lewat aja ehehehe,lumayan ramai seperti alunalun pada umumnya nggak sempet mampir cuman lewat aja ehehehe,lumayan ramai seperti pada umumnya tidak sempat mampir cuman lewat saja ehehehe,"['lumayan', 'ramai', 'seperti', 'pada', 'umumnya', 'tidak', 'sempat', 'mampir', 'cuman', 'lewat', 'saja', 'ehehehe']","['lumayan', 'ramai', 'mampir', 'cuman', 'ehehehe']",lumayan ramai mampir cuman ehehehe
3 bulan lalu,atau ke mantan,atau ke mantan,atau ke mantan,atau ke mantan,"['atau', 'ke', 'mantan']",['mantan'],mantan
3 bulan lalu,Seru buat nongkrong sore. Akan lebih baik jika ada sedikit perbaikan upgrading fasilitas,Seru buat nongkrong sore Akan lebih baik jika ada sedikit perbaikan upgrading fasilitas,seru buat nongkrong sore akan lebih baik jika ada sedikit perbaikan upgrading fasilitas,seru buat nongkrong sore akan lebih baik jika ada sedikit perbaikan upgrading fasilitas,"['seru', 'buat', 'nongkrong', 'sore', 'akan', 'lebih', 'baik', 'jika', 'ada', 'sedikit', 'perbaikan', 'upgrading', 'fasilitas']","['seru', 'nongkrong', 'sore', 'perbaikan', 'upgrading', 'fasilitas']",seru nongkrong sore baik upgrading fasilitas
3 bulan lalu,"Tempat yang sangat bersejarah dan tempat yang sangat nyaman serta ASRI
Di mana tempat ini slalu memberikan hal yang istimewa buat saya dan keluarga di mana setiap ada acara selalu menyempatkan ke sini","Tempat yang sangat bersejarah dan tempat yang sangat nyaman serta ASRI
Di mana tempat ini slalu memberikan hal yang istimewa buat saya dan keluarga di mana setiap ada acara selalu menyempatkan ke sini","tempat yang sangat bersejarah dan tempat yang sangat nyaman serta asri
di mana tempat ini slalu memberikan hal yang istimewa buat saya dan keluarga di mana setiap ada acara selalu menyempatkan ke sini",tempat yang sangat bersejarah dan tempat yang sangat nyaman serta asri di mana tempat ini selalu memberikan hal yang istimewa buat saya dan keluarga di mana setiap ada acara selalu menyempatkan ke sini,"['tempat', 'yang', 'sangat', 'bersejarah', 'dan', 'tempat', 'yang', 'sangat', 'nyaman', 'serta', 'asri', 'di', 'mana', 'tempat', 'ini', 'selalu', 'memberikan', 'hal', 'yang', 'istimewa', 'buat', 'saya', 'dan', 'keluarga', 'di', 'mana', 'setiap', 'ada', 'acara', 'selalu', 'menyempatkan', 'ke', 'sini']","['bersejarah', 'nyaman', 'asri', 'istimewa', 'keluarga', 'acara', 'menyempatkan']",sejarah nyaman asri istimewa keluarga acara sempat
3 bulan lalu,selalu bikin kangen,selalu bikin kangen,selalu bikin kangen,selalu bikin kangen,"['selalu', 'bikin', 'kangen']","['bikin', 'kangen']",bikin kangen
3 bulan lalu,"Sejuk banget
Coba deh main ke sana","Sejuk banget
Coba deh main ke sana","sejuk banget
coba deh main ke sana",sejuk banget coba deh main ke sana,"['sejuk', 'banget', 'coba', 'deh', 'main', 'ke', 'sana']","['sejuk', 'banget', 'coba', 'deh', 'main']",sejuk banget coba deh main
3 bulan lalu,Mantap👍👍 …,Mantap ,mantap ,mantap,['mantap'],['mantap'],mantap
3 bulan lalu,Bersih dan banyak jual makanan enak,Bersih dan banyak jual makanan enak,bersih dan banyak jual makanan enak,bersih dan banyak jual makanan enak,"['bersih', 'dan', 'banyak', 'jual', 'makanan', 'enak']","['bersih', 'jual', 'makanan', 'enak']",bersih jual makan enak
3 bulan lalu,"Sejuk abisss, banyak pepohonan bikin adem",Sejuk abisss banyak pepohonan bikin adem,sejuk abisss banyak pepohonan bikin adem,sejuk habis banyak pepohonan bikin adem,"['sejuk', 'habis', 'banyak', 'pepohonan', 'bikin', 'adem']","['sejuk', 'habis', 'pepohonan', 'bikin', 'adem']",sejuk habis pohon bikin adem
3 bulan lalu,Banyak dan asyik untuk jogging/makanan ringan,Banyak dan asyik untuk joggingmakanan ringan,banyak dan asyik untuk joggingmakanan ringan,banyak dan asyik untuk ringan,"['banyak', 'dan', 'asyik', 'untuk', 'ringan']","['asyik', 'ringan']",asyik ringan
